"#set","station","line num","no trait","powered","charged","precise","infused","defending","training","sharpened","decisive","nirnhoned","item name"
33,2,12,72498,72568,72603,72638,72673,72708,72743,72778,72813,72533,"Eternal Hunt Helmet"
33,2,13,72503,72573,72608,72643,72678,72713,72748,72783,72818,72538,"Eternal Hunt Guards"
33,2,14,72500,72570,72605,72640,72675,72710,72745,72780,72815,72535,"Eternal Hunt Arm Cops"
33,2,15,72502,72572,72607,72642,72677,72712,72747,72782,72817,72537,"Eternal Hunt Belt"
33,1,1,72513,72583,72618,72653,72688,72723,72758,72793,72828,72548,"Eternal Hunt axe"
33,1,2,72515,72585,72620,72655,72690,72725,72760,72795,72830,72550,"Eternal Hunt mace"
33,1,3,72514,72584,72619,72654,72689,72724,72759,72794,72829,72549,"Eternal Hunt Sword"
33,1,4,72516,72586,72621,72656,72691,72726,72761,72796,72831,72551,"Eternal Hunt Battle Axe"
33,1,5,72518,72588,72623,72658,72693,72728,72763,72798,72833,72553,"Eternal Hunt Greatsword"
33,1,6,72517,72587,72622,72657,72692,72727,72762,72797,72832,72552,"Eternal Hunt Maul"
33,1,7,72519,72589,72624,72659,72694,72729,72764,72799,72834,72554,"Eternal Hunt Dagger"
33,1,8,72492,72562,72597,72632,72667,72702,72737,72772,72807,72527,"Eternal Hunt Cuirass"
33,1,9,72497,72567,72602,72637,72672,72707,72742,72777,72812,72532,"Eternal Hunt Sabatons"
33,1,10,72494,72564,72599,72634,72669,72704,72739,72774,72809,72529,"Eternal Hunt Gauntlets"
33,1,11,72491,72561,72596,72631,72666,72701,72736,72771,72806,72526,"Eternal Hunt Helm"
33,1,12,72496,72566,72601,72636,72671,72706,72741,72776,72811,72531,"Eternal Hunt Greaves"
33,1,13,72493,72563,72598,72633,72668,72703,72738,72773,72808,72528,"Eternal Hunt Pauldron"
33,1,14,72495,72565,72600,72635,72670,72705,72740,72775,72810,72530,"Eternal Hunt Girdle"
33,6,1,72520,72590,72625,72660,72695,72730,72765,72800,72835,72555,"Eternal Hunt Bow"
33,6,2,72522,72592,72627,72662,72697,72732,72767,72802,72837,72557,"Eternal Hunt Inferno Staff"
33,6,3,72523,72593,72628,72663,72698,72733,72768,72803,72838,72558,"Eternal Hunt Ice Staff"
33,6,4,72524,72594,72629,72664,72699,72734,72769,72804,72839,72559,"Eternal Hunt Lightning Staff"
33,6,5,72525,72595,72630,72665,72700,72735,72770,72805,72840,72560,"Eternal Hunt Restoration Staff"
33,6,6,72521,72591,72626,72661,72696,72731,72766,72801,72836,72556,"Eternal Hunt Shield"
none,2,1,43543,45032,45067,45102,45137,45172,45207,45242,45277,56045,"homespun robe^n"
none,2,2,44241,45037,45072,45107,45142,45177,45212,45247,45282,56050,"homespun jerkin^n"
none,2,3,43544,45033,45068,45103,45138,45173,45208,45243,45278,56046,"homespun shoes^p"
none,2,4,43545,45034,45069,45104,45139,45174,45209,45244,45858,56047,"homespun gloves^p"
none,2,5,43564,45035,45070,45105,45140,45175,45210,45245,45280,56048,"homespun hat^n"
none,2,6,43546,45036,45071,45106,45141,45176,45211,45246,45281,56049,"homespun breeches^p"
none,2,7,43547,45038,45073,45108,45143,45178,45213,45248,45283,56051,"homespun epaulets^p"
none,2,8,43548,45039,45074,45109,45144,45179,45214,45249,45284,56052,"homespun sash^p"
none,2,9,43550,45041,45076,45111,45146,45181,45216,45251,45286,56053,"rawhide jack^n"
none,2,10,43551,45042,45077,45112,45147,45182,45217,45252,45287,56054,"rawhide boots^p"
none,2,11,43552,45043,45078,45113,45148,45183,45218,45253,45288,56055,"rawhide bracers^p"
none,2,12,43563,45044,45079,45114,45149,45184,45219,45254,45289,56056,"rawhide helmet^n"
none,2,13,43553,45045,45080,45115,45150,45185,45220,45255,45290,56057,"rawhide guards^p"
none,2,14,43554,45046,45081,45116,45151,45186,45221,45256,45291,56058,"rawhide arm cops^p"
none,2,15,43555,45047,45082,45117,45152,45187,45222,45257,45292,56059,"rawhide belt^n"
none,1,1,43529,45018,45053,45088,45123,45158,45193,45228,45263,56026,"iron axe^n"
none,1,2,43530,45019,45054,45089,45124,45159,45194,45229,45264,56027,"iron mace^n"
none,1,3,43531,45020,45055,45090,45125,45160,45195,45230,45265,56028,"iron sword^n"
none,1,4,43532,45021,45056,45091,45126,45161,45196,45231,45266,56029,"iron battle axe^n"
none,1,5,43534,45023,45058,45093,45128,45163,45198,45233,45268,56031,"iron greatsword^n"
none,1,6,43533,45022,45057,45092,45127,45162,45197,45232,45267,56030,"iron maul^n"
none,1,7,43535,45024,45059,45094,45129,45164,45199,45234,45269,56032,"iron dagger^n"
none,1,8,43537,45025,45060,45095,45130,45165,45200,45235,45270,56038,"iron cuirass^n"
none,1,9,43538,45026,45061,45096,45131,45166,45201,45236,45271,56039,"iron sabatons^p"
none,1,10,43539,45027,45062,45097,45132,45167,45202,45237,45272,56040,"iron gauntlets^p"
none,1,11,43562,45028,45063,45098,45133,45168,45203,45238,45273,56041,"iron helm^n"
none,1,12,43540,45029,45064,45099,45134,45169,45204,45239,45274,56042,"iron greaves^p"
none,1,13,43541,45030,45065,45100,45135,45170,45205,45240,45275,56043,"iron pauldron^p"
none,1,14,43542,45031,45066,45101,45136,45171,45206,45241,45276,56044,"iron girdle^n"
none,6,1,43549,45040,45075,45110,45145,45180,45215,45250,45285,56033,"maple bow^n"
none,6,2,43557,45049,45084,45119,45154,45189,45224,45259,45294,56034,"maple inferno staff^n"
none,6,3,43558,45050,45085,45120,45155,45190,45225,45260,45295,56035,"maple ice staff^n"
none,6,4,43559,45051,45086,45121,45156,45191,45226,45261,45296,56036,"maple lightning staff^n"
none,6,5,43560,45052,45087,45122,45157,45192,45227,45262,45297,56037,"maple restoration staff^n"
none,6,6,43556,45048,45083,45118,45153,45188,45223,45258,45293,56060,"maple shield^n"
8,2,1,43849,48711,48524,48676,48781,48734,48559,48501,48478,56332,"Magnus' Robe"
8,2,2,48813,48716,48529,48681,48786,48739,48564,48506,48483,56337,"Magnus' Shirt"
8,2,3,43850,48712,48525,48677,48782,48735,48560,48502,48479,56333,"Magnus' Shoes"
8,2,4,43848,48713,48526,48678,48783,48736,48561,48503,48480,56334,"Magnus' Gloves"
8,2,5,43847,48714,48527,48679,48784,48737,48562,48504,48481,56335,"Magnus' Hat"
8,2,6,48812,48715,48528,48680,48785,48738,48563,48505,48482,56336,"Magnus' Breeches"
8,2,7,48814,48717,48530,48682,48787,48740,48565,48507,48484,56338,"Magnus' Epaulets"
8,2,8,48815,48718,48531,48683,48788,48741,48566,48508,48485,56339,"Magnus' Sash"
8,2,9,48817,48719,48532,48684,48789,48742,48567,48509,48486,56340,"Magnus' Jack"
8,2,10,48818,48720,48533,48685,48790,48743,48568,48510,48487,56341,"Magnus' Boots"
8,2,11,48819,48721,48534,48686,48791,48744,48569,48511,48488,56342,"Magnus' Bracers"
8,2,12,48820,48722,48535,48687,48792,48745,48570,48512,48489,56343,"Magnus' Helmet"
8,2,13,48821,48723,48536,48688,48793,48746,48571,48513,48490,56344,"Magnus' Guards"
8,2,14,48822,48724,48537,48689,48794,48747,48572,48514,48491,56345,"Magnus' Arm Cops"
8,2,15,48823,48725,48538,48690,48795,48748,48573,48515,48492,56346,"Magnus' Belt"
8,1,1,48797,48645,48447,48657,48540,48459,48750,48692,48762,56313,"Magnus' Axe"
8,1,2,48798,48646,48448,48658,48541,48460,48751,48693,48763,56314,"Magnus' Hammer"
8,1,3,48799,48647,48449,48659,48542,48461,48752,48694,48764,56315,"Magnus' Sword"
8,1,4,48800,48648,48450,48660,48543,48462,48753,48695,48765,56316,"Magnus' Battle Axe"
8,1,5,48802,48650,48452,48662,48545,48464,48755,48697,48767,56318,"Magnus' Greatsword"
8,1,6,48801,48649,48451,48661,48544,48463,48754,48696,48766,56317,"Magnus' Maul"
8,1,7,48803,48651,48453,48663,48546,48465,48756,48698,48768,56319,"Magnus' Dagger"
8,1,8,48805,48704,48517,48669,48774,48727,48552,48494,48471,56325,"Magnus' Cuirass"
8,1,9,48806,48705,48518,48670,48775,48728,48553,48495,48472,56326,"Magnus' Sabatons"
8,1,10,48807,48706,48519,48671,48776,48729,48554,48496,48473,56327,"Magnus' Gauntlets"
8,1,11,48808,48707,48520,48672,48777,48730,48555,48497,48474,56328,"Magnus' Helm"
8,1,12,48809,48708,48521,48673,48778,48731,48556,48498,48475,56329,"Magnus' Greaves"
8,1,13,48810,48709,48522,48674,48779,48732,48557,48499,48476,56330,"Magnus' Pauldron"
8,1,14,48811,48710,48523,48675,48780,48733,48558,48500,48477,56331,"Magnus' Girdle"
8,6,1,48816,48652,48454,48664,48547,48466,48757,48699,48769,56320,"Magnus' Bow"
8,6,2,48826,48653,48455,48665,48548,48467,48758,48700,48770,56321,"Magnus' Inferno Staff"
8,6,3,48827,48654,48456,48666,48549,48468,48759,48701,48771,56322,"Magnus' Ice Staff"
8,6,4,48828,48655,48457,48667,48550,48469,48760,48702,48772,56323,"Magnus' Lightning Staff"
8,6,5,48829,48656,48458,48668,48551,48470,48761,48703,48773,56324,"Magnus' Restoration Staff"
8,6,6,48825,48726,48539,48691,48796,48749,48574,48516,48493,56347,"Magnus' Shield"
10,2,1,47663,47562,47375,47527,47632,47585,47410,47352,47329,56227,"Whitestrake's Robe"
10,2,2,47668,47567,47380,47532,47637,47590,47415,47357,47334,56232,"Whitestrake's Shirt"
10,2,3,47664,47563,47376,47528,47633,47586,47411,47353,47330,56228,"Whitestrake's Shoes"
10,2,4,47665,47564,47377,47529,47634,47587,47412,47354,47331,56229,"Whitestrake's Gloves"
10,2,5,47666,47565,47378,47530,47635,47588,47413,47355,47332,56230,"Whitestrake's Hat"
10,2,6,47667,47566,47379,47531,47636,47589,47414,47356,47333,56231,"Whitestrake's Breeches"
10,2,7,47669,47568,47381,47533,47638,47591,47416,47358,47335,56233,"Whitestrake's Epaulets"
10,2,8,47670,47569,47382,47534,47639,47592,47417,47359,47336,56234,"Whitestrake's Sash"
10,2,9,47672,47570,47383,47535,47640,47593,47418,47360,47337,56235,"Whitestrake's Jack"
10,2,10,47673,47571,47384,47536,47641,47594,47419,47361,47338,56236,"Whitestrake's Boots"
10,2,11,47674,47572,47385,47537,47642,47595,47420,47362,47339,56237,"Whitestrake's Bracers"
10,2,12,43819,47573,47386,47538,47643,47596,47421,47363,47340,56238,"Whitestrake's Helmet"
10,2,13,43821,47574,47387,47539,47644,47597,47422,47364,47341,56239,"Whitestrake's Guards"
10,2,14,43820,47575,47388,47540,47645,47598,47423,47365,47342,56240,"Whitestrake's Arm Cops"
10,2,15,43822,47576,47389,47541,47646,47599,47424,47366,47343,56241,"Whitestrake's Belt"
10,1,1,47648,47496,47298,47508,47391,47310,47601,47543,47613,56208,"Whitestrake's Axe"
10,1,2,47649,47497,47299,47509,47392,47311,47602,47544,47614,56209,"Whitestrake's Hammer"
10,1,3,47650,47498,47300,47510,47393,47312,47603,47545,47615,56210,"Whitestrake's Sword"
10,1,4,47651,47499,47301,47511,47394,47313,47604,47546,47616,56211,"Whitestrake's Battle Axe"
10,1,5,47653,47501,47303,47513,47396,47315,47606,47548,47618,56213,"Whitestrake's Greatsword"
10,1,6,47652,47500,47302,47512,47395,47314,47605,47547,47617,56212,"Whitestrake's Maul"
10,1,7,47654,47502,47304,47514,47397,47316,47607,47549,47619,56214,"Whitestrake's Dagger"
10,1,8,47656,47555,47368,47520,47625,47578,47403,47345,47322,56220,"Whitestrake's Cuirass"
10,1,9,47657,47556,47369,47521,47626,47579,47404,47346,47323,56221,"Whitestrake's Sabatons"
10,1,10,47658,47557,47370,47522,47627,47580,47405,47347,47324,56222,"Whitestrake's Gauntlets"
10,1,11,47659,47558,47371,47523,47628,47581,47406,47348,47325,56223,"Whitestrake's Helm"
10,1,12,47660,47559,47372,47524,47629,47582,47407,47349,47326,56224,"Whitestrake's Greaves"
10,1,13,47661,47560,47373,47525,47630,47583,47408,47350,47327,56225,"Whitestrake's Pauldron"
10,1,14,47662,47561,47374,47526,47631,47584,47409,47351,47328,56226,"Whitestrake's Girdle"
10,6,1,47671,47503,47305,47515,47398,47317,47608,47550,47620,56215,"Whitestrake's Bow"
10,6,2,47677,47504,47306,47516,47399,47318,47609,47551,47621,56216,"Whitestrake's Inferno Staff"
10,6,3,47678,47505,47307,47517,47400,47319,47610,47552,47622,56217,"Whitestrake's Ice Staff"
10,6,4,47679,47506,47308,47518,47401,47320,47611,47553,47623,56218,"Whitestrake's Lightning Staff"
10,6,5,47680,47507,47309,47519,47402,47321,47612,47554,47624,56219,"Whitestrake's Restoration Staff"
10,6,6,47676,47577,47390,47542,47647,47600,47425,47367,47344,56242,"Whitestrake's Shield"
12,2,1,52243,52147,51960,52112,52217,52170,51995,51937,51914,56647,"Robe of the Song of Lamae"
12,2,2,52248,52152,51965,52117,52222,52175,52000,51942,51919,56652,"Shirt of the Song of Lamae"
12,2,3,52244,52148,51961,52113,52218,52171,51996,51938,51915,56648,"Shoes of the Song of Lamae"
12,2,4,52245,52149,51962,52114,52219,52172,51997,51939,51916,56649,"Gloves of the Song of Lamae"
12,2,5,52246,52150,51963,52115,52220,52173,51998,51940,51917,56650,"Hat of the Song of Lamae"
12,2,6,52247,52151,51964,52116,52221,52174,51999,51941,51918,56651,"Breeches of the Song of Lamae"
12,2,7,52249,52153,51966,52118,52223,52176,52001,51943,51920,56653,"Epaulets of the Song of Lamae"
12,2,8,52250,52154,51967,52119,52224,52177,52002,51944,51921,56654,"Sash of the Song of Lamae"
12,2,9,52252,52155,51968,52120,52225,52178,52003,51945,51922,56655,"Jack of the Song of Lamae"
12,2,10,52253,52156,51969,52121,52226,52179,52004,51946,51923,56656,"Boots of the Song of Lamae"
12,2,11,52254,52157,51970,52122,52227,52180,52005,51947,51924,56657,"Bracers of the Song of Lamae"
12,2,12,52255,52158,51971,52123,52228,52181,52006,51948,51925,56658,"Helmet of the Song of Lamae"
12,2,13,52256,52159,51972,52124,52229,52182,52007,51949,51926,56659,"Guards of the Song of Lamae"
12,2,14,52257,52160,51973,52125,52230,52183,52008,51950,51927,56660,"Arm Cops of the Song of Lamae"
12,2,15,52258,52161,51974,52126,52231,52184,52009,51951,51928,56661,"Belt of the Song of Lamae"
12,1,1,52233,52081,51883,52093,51976,51895,52186,52128,52198,56628,"Axe of the Song of Lamae"
12,1,2,52234,52082,51884,52094,51977,51896,52187,52129,52199,56629,"Hammer of the Song of Lamae"
12,1,3,52235,52083,51885,52095,51978,51897,52188,52130,52200,56630,"Sword of the Song of Lamae"
12,1,4,52236,52084,51886,52096,51979,51898,52189,52131,52201,56631,"Battle Axe of the Song of Lamae"
12,1,5,44018,52086,51888,52098,51981,51900,52191,52133,52203,56633,"Greatsword of the Song of Lamae"
12,1,6,52237,52085,51887,52097,51980,51899,52190,52132,52202,56632,"Maul of the Song of Lamae"
12,1,7,52238,52087,51889,52099,51982,51901,52192,52134,52204,56634,"Dagger of the Song of Lamae"
12,1,8,44016,52140,51953,52105,52210,52163,51988,51930,51907,56640,"Cuirass of the Song of Lamae"
12,1,9,52240,52141,51954,52106,52211,52164,51989,51931,51908,56641,"Sabatons of the Song of Lamae"
12,1,10,44014,52142,51955,52107,52212,52165,51990,51932,51909,56642,"Gauntlets of the Song of Lamae"
12,1,11,44013,52143,51956,52108,52213,52166,51991,51933,51910,56643,"Helm of the Song of Lamae"
12,1,12,44015,52144,51957,52109,52214,52167,51992,51934,51911,56644,"Greaves of the Song of Lamae"
12,1,13,52241,52145,51958,52110,52215,52168,51993,51935,51912,56645,"Pauldron of the Song of Lamae"
12,1,14,52242,52146,51959,52111,52216,52169,51994,51936,51913,56646,"Girdle of the Song of Lamae"
12,6,1,52251,52088,51890,52100,51983,51902,52193,52135,52205,56635,"Bow of the Song of Lamae"
12,6,2,52260,52089,51891,52101,51984,51903,52194,52136,52206,56636,"Inferno Staff of the Song of Lamae"
12,6,3,52261,52090,51892,52102,51985,51904,52195,52137,52207,56637,"Ice Staff of the Song of Lamae"
12,6,4,52262,52091,51893,52103,51986,51905,52196,52138,52208,56638,"Lightning Staff of the Song of Lamae"
12,6,5,52263,52092,51894,52104,51987,51906,52197,52139,52209,56639,"Restoration Staff of the Song of Lamae"
12,6,6,52259,52162,51975,52127,52232,52185,52010,51952,51929,56662,"Shield of the Song of Lamae"
14,2,1,49195,49094,48907,49059,49164,49117,48942,48884,48861,56367,"Robe of the Night Mother"
14,2,2,49200,49099,48912,49064,49169,49122,48947,48889,48866,56372,"Shirt of the Night Mother"
14,2,3,49196,49095,48908,49060,49165,49118,48943,48885,48862,56368,"Shoes of the Night Mother"
14,2,4,49197,49096,48909,49061,49166,49119,48944,48886,48863,56369,"Gloves of the Night Mother"
14,2,5,49198,49097,48910,49062,49167,49120,48945,48887,48864,56370,"Hat of the Night Mother"
14,2,6,49199,49098,48911,49063,49168,49121,48946,48888,48865,56371,"Breeches of the Night Mother"
14,2,7,49201,49100,48913,49065,49170,49123,48948,48890,48867,56373,"Epaulets of the Night Mother"
14,2,8,49202,49101,48914,49066,49171,49124,48949,48891,48868,56374,"Sash of the Night Mother"
14,2,9,43861,49102,48915,49067,49172,49125,48950,48892,48869,56375,"Jack of the Night Mother"
14,2,10,49204,49103,48916,49068,49173,49126,48951,48893,48870,56376,"Boots of the Night Mother"
14,2,11,43859,49104,48917,49069,49174,49127,48952,48894,48871,56377,"Bracers of the Night Mother"
14,2,12,49205,49105,48918,49070,49175,49128,48953,48895,48872,56378,"Helmet of the Night Mother"
14,2,13,43860,49106,48919,49071,49176,49129,48954,48896,48873,56379,"Guards of the Night Mother"
14,2,14,49206,49107,48920,49072,49177,49130,48955,48897,48874,56380,"Arm Cops of the Night Mother"
14,2,15,49207,49108,48921,49073,49178,49131,48956,48898,48875,56381,"Belt of the Night Mother"
14,1,1,49180,49028,48830,49040,48923,48842,49133,49075,49145,56348,"Axe of the Night Mother"
14,1,2,49181,49029,48831,49041,48924,48843,49134,49076,49146,56349,"Hammer of the Night Mother"
14,1,3,49182,49030,48832,49042,48925,48844,49135,49077,49147,56350,"Sword of the Night Mother"
14,1,4,49183,49031,48833,49043,48926,48845,49136,49078,49148,56351,"Battle Axe of the Night Mother"
14,1,5,49185,49033,48835,49045,48928,48847,49138,49080,49150,56353,"Greatsword of the Night Mother"
14,1,6,49184,49032,48834,49044,48927,48846,49137,49079,49149,56352,"Maul of the Night Mother"
14,1,7,49186,49034,48836,49046,48929,48848,49139,49081,49151,56354,"Dagger of the Night Mother"
14,1,8,49188,49087,48900,49052,49157,49110,48935,48877,48854,56360,"Cuirass of the Night Mother"
14,1,9,49189,49088,48901,49053,49158,49111,48936,48878,48855,56361,"Sabatons of the Night Mother"
14,1,10,49190,49089,48902,49054,49159,49112,48937,48879,48856,56362,"Gauntlets of the Night Mother"
14,1,11,49191,49090,48903,49055,49160,49113,48938,48880,48857,56363,"Helm of the Night Mother"
14,1,12,49192,49091,48904,49056,49161,49114,48939,48881,48858,56364,"Greaves of the Night Mother"
14,1,13,49193,49092,48905,49057,49162,49115,48940,48882,48859,56365,"Pauldron of the Night Mother"
14,1,14,49194,49093,48906,49058,49163,49116,48941,48883,48860,56366,"Girdle of the Night Mother"
14,6,1,49203,49035,48837,49047,48930,48849,49140,49082,49152,56355,"Bow of the Night Mother"
14,6,2,49209,49036,48838,49048,48931,48850,49141,49083,49153,56356,"Inferno Staff of the Night Mother"
14,6,3,49210,49037,48839,49049,48932,48851,49142,49084,49154,56357,"Ice Staff of the Night Mother"
14,6,4,49211,49038,48840,49050,48933,48852,49143,49085,49155,56358,"Lightning Staff of the Night Mother"
14,6,5,49212,49039,48841,49051,48934,48853,49144,49086,49156,56359,"Restoration Staff of the Night Mother"
14,6,6,49208,49109,48922,49074,49179,49132,48957,48899,48876,56382,"Shield of the Night Mother"
17,2,1,53772,53671,53484,53636,53741,53694,53519,53461,53438,56787,"Robe of Kagrenac's Hope"
17,2,2,53777,53676,53489,53641,53746,53699,53524,53466,53443,56792,"Shirt of Kagrenac's Hope"
17,2,3,53773,53672,53485,53637,53742,53695,53520,53462,53439,56788,"Shoes of Kagrenac's Hope"
17,2,4,53774,53673,53486,53638,53743,53696,53521,53463,53440,56789,"Gloves of Kagrenac's Hope"
17,2,5,53775,53674,53487,53639,53744,53697,53522,53464,53441,56790,"Hat of Kagrenac's Hope"
17,2,6,53776,53675,53488,53640,53745,53698,53523,53465,53442,56791,"Breeches of Kagrenac's Hope"
17,2,7,53778,53677,53490,53642,53747,53700,53525,53467,53444,56793,"Epaulets of Kagrenac's Hope"
17,2,8,53779,53678,53491,53643,53748,53701,53526,53468,53445,56794,"Sash of Kagrenac's Hope"
17,2,9,44082,53679,53492,53644,53749,53702,53527,53469,53446,56795,"Jack of Kagrenac's Hope"
17,2,10,44084,53680,53493,53645,53750,53703,53528,53470,53447,56796,"Boots of Kagrenac's Hope"
17,2,11,53781,53681,53494,53646,53751,53704,53529,53471,53448,56797,"Bracers of Kagrenac's Hope"
17,2,12,44079,53682,53495,53647,53752,53705,53530,53472,53449,56798,"Helmet of Kagrenac's Hope"
17,2,13,44081,53683,53496,53648,53753,53706,53531,53473,53450,56799,"Guards of Kagrenac's Hope"
17,2,14,44080,53684,53497,53649,53754,53707,53532,53474,53451,56800,"Arm Cops of Kagrenac's Hope"
17,2,15,44083,53685,53498,53650,53755,53708,53533,53475,53452,56801,"Belt of Kagrenac's Hope"
17,1,1,53757,53605,53407,53617,53500,53419,53710,53652,53722,56768,"Axe of Kagrenac's Hope"
17,1,2,53758,53606,53408,53618,53501,53420,53711,53653,53723,56769,"Hammer of Kagrenac's Hope"
17,1,3,53759,53607,53409,53619,53502,53421,53712,53654,53724,56770,"Sword of Kagrenac's Hope"
17,1,4,53760,53608,53410,53620,53503,53422,53713,53655,53725,56771,"Battle Axe of Kagrenac's Hope"
17,1,5,53762,53610,53412,53622,53505,53424,53715,53657,53727,56773,"Greatsword of Kagrenac's Hope"
17,1,6,53761,53609,53411,53621,53504,53423,53714,53656,53726,56772,"Maul of Kagrenac's Hope"
17,1,7,53763,53611,53413,53623,53506,53425,53716,53658,53728,56774,"Dagger of Kagrenac's Hope"
17,1,8,53765,53664,53477,53629,53734,53687,53512,53454,53431,56780,"Cuirass of Kagrenac's Hope"
17,1,9,53766,53665,53478,53630,53735,53688,53513,53455,53432,56781,"Sabatons of Kagrenac's Hope"
17,1,10,53767,53666,53479,53631,53736,53689,53514,53456,53433,56782,"Gauntlets of Kagrenac's Hope"
17,1,11,53768,53667,53480,53632,53737,53690,53515,53457,53434,56783,"Helm of Kagrenac's Hope"
17,1,12,53769,53668,53481,53633,53738,53691,53516,53458,53435,56784,"Greaves of Kagrenac's Hope"
17,1,13,53770,53669,53482,53634,53739,53692,53517,53459,53436,56785,"Pauldron of Kagrenac's Hope"
17,1,14,53771,53670,53483,53635,53740,53693,53518,53460,53437,56786,"Girdle of Kagrenac's Hope"
17,6,1,53780,53612,53414,53624,53507,53426,53717,53659,53729,56775,"Bow of Kagrenac's Hope"
17,6,2,53784,53613,53415,53625,53508,53427,53718,53660,53730,56776,"Inferno Staff of Kagrenac's Hope"
17,6,3,53785,53614,53416,53626,53509,53428,53719,53661,53731,56777,"Ice Staff of Kagrenac's Hope"
17,6,4,53786,53615,53417,53627,53510,53429,53720,53662,53732,56778,"Lightning Staff of Kagrenac's Hope"
17,6,5,53787,53616,53418,53628,53511,53430,53721,53663,53733,56779,"Restoration Staff of Kagrenac's Hope"
17,6,6,53783,53686,53499,53651,53756,53709,53534,53476,53453,56802,"Shield of Kagrenac's Hope"
21,2,1,43968,49860,49673,49825,49930,49883,49708,49650,49627,56437,"Robe of Oblivion's Foe"
21,2,2,49962,49865,49678,49830,49935,49888,49713,49655,49632,56442,"Shirt of Oblivion's Foe"
21,2,3,43969,49861,49674,49826,49931,49884,49709,49651,49628,56438,"Shoes of Oblivion's Foe"
21,2,4,49961,49862,49675,49827,49932,49885,49710,49652,49629,56439,"Gloves of Oblivion's Foe"
21,2,5,43965,49863,49676,49828,49933,49886,49711,49653,49630,56440,"Hat of Oblivion's Foe"
21,2,6,43967,49864,49677,49829,49934,49887,49712,49654,49631,56441,"Breeches of Oblivion's Foe"
21,2,7,43966,49866,49679,49831,49936,49889,49714,49656,49633,56443,"Epaulets of Oblivion's Foe"
21,2,8,49963,49867,49680,49832,49937,49890,49715,49657,49634,56444,"Sash of Oblivion's Foe"
21,2,9,49965,49868,49681,49833,49938,49891,49716,49658,49635,56445,"Jack of Oblivion's Foe"
21,2,10,49966,49869,49682,49834,49939,49892,49717,49659,49636,56446,"Boots of Oblivion's Foe"
21,2,11,49967,49870,49683,49835,49940,49893,49718,49660,49637,56447,"Bracers of Oblivion's Foe"
21,2,12,49968,49871,49684,49836,49941,49894,49719,49661,49638,56448,"Helmet of Oblivion's Foe"
21,2,13,49969,49872,49685,49837,49942,49895,49720,49662,49639,56449,"Guards of Oblivion's Foe"
21,2,14,49970,49873,49686,49838,49943,49896,49721,49663,49640,56450,"Arm Cops of Oblivion's Foe"
21,2,15,49971,49874,49687,49839,49944,49897,49722,49664,49641,56451,"Belt of Oblivion's Foe"
21,1,1,49946,49794,49596,49806,49689,49608,49899,49841,49911,56418,"Axe of Oblivion's Foe"
21,1,2,49947,49795,49597,49807,49690,49609,49900,49842,49912,56419,"Hammer of Oblivion's Foe"
21,1,3,49948,49796,49598,49808,49691,49610,49901,49843,49913,56420,"Sword of Oblivion's Foe"
21,1,4,49949,49797,49599,49809,49692,49611,49902,49844,49914,56421,"Battle Axe of Oblivion's Foe"
21,1,5,49951,49799,49601,49811,49694,49613,49904,49846,49916,56423,"Greatsword of Oblivion's Foe"
21,1,6,49950,49798,49600,49810,49693,49612,49903,49845,49915,56422,"Maul of Oblivion's Foe"
21,1,7,49952,49800,49602,49812,49695,49614,49905,49847,49917,56424,"Dagger of Oblivion's Foe"
21,1,8,49954,49853,49666,49818,49923,49876,49701,49643,49620,56430,"Cuirass of Oblivion's Foe"
21,1,9,49955,49854,49667,49819,49924,49877,49702,49644,49621,56431,"Sabatons of Oblivion's Foe"
21,1,10,49956,49855,49668,49820,49925,49878,49703,49645,49622,56432,"Gauntlets of Oblivion's Foe"
21,1,11,49957,49856,49669,49821,49926,49879,49704,49646,49623,56433,"Helm of Oblivion's Foe"
21,1,12,49958,49857,49670,49822,49927,49880,49705,49647,49624,56434,"Greaves of Oblivion's Foe"
21,1,13,49959,49858,49671,49823,49928,49881,49706,49648,49625,56435,"Pauldron of Oblivion's Foe"
21,1,14,49960,49859,49672,49824,49929,49882,49707,49649,49626,56436,"Girdle of Oblivion's Foe"
21,6,1,49964,49801,49603,49813,49696,49615,49906,49848,49918,56425,"Bow of Oblivion's Foe"
21,6,2,49973,49802,49604,49814,49697,49616,49907,49849,49919,56426,"Inferno Staff of Oblivion's Foe"
21,6,3,49974,49803,49605,49815,49698,49617,49908,49850,49920,56427,"Ice Staff of Oblivion's Foe"
21,6,4,49975,49804,49606,49816,49699,49618,49909,49851,49921,56428,"Lightning Staff of Oblivion's Foe"
21,6,5,49976,49805,49607,49817,49700,49619,49910,49852,49922,56429,"Restoration Staff of Oblivion's Foe"
21,6,6,49972,49875,49688,49840,49945,49898,49723,49665,49642,56452,"Shield of Oblivion's Foe"
25,2,1,60280,59965,60000,60035,60070,60105,60140,60175,60210,60245,"Robe of the Noble's Conquest"
25,2,2,60285,59970,60005,60040,60075,60110,60145,60180,60215,60250,"Jerkin of the Noble's Conquest"
25,2,3,60281,59966,60001,60036,60071,60106,60141,60176,60211,60246,"Shoes of the Noble's Conquest"
25,2,4,60282,59967,60002,60037,60072,60107,60142,60177,60212,60247,"Gloves of the Noble's Conquest"
25,2,5,60283,59968,60003,60038,60073,60108,60143,60178,60213,60248,"Hat of the Noble's Conquest"
